no,n,orbit,members,loops,loop_nodes,rep,rep_edges,rep_weight,es_lo,vc_min,chi_min,es_up,mindeg_g,nodes,edges,selfloops,density,min_degree,max_degree,aspl,aspl_se,diameter,diameter_exactly_known,chi_og
187,8,463,23655,15108,15108,69797433618,8,9,4,4,2,4,4,23655,203126,15108,0.000726052403085796,12,23,4.983474803415913,0.0041140770847323494,8,False,10
188,8,643,1351,1018,1018,69797498904,8,9,4,4,2,4,4,1351,9740,1018,0.010680702908682184,3,21,3.566482989280917,0.0,7,True,8
189,8,586,23928,15870,15870,69797498952,8,9,4,4,3,4,3,23928,207952,15870,0.0007264378219849222,9,23,4.904889079282818,0.004117216816987875,8,False,10
190,8,556,28971,14712,14712,69797499264,8,9,4,4,2,4,3,28971,278748,14712,0.0006642472641782272,6,24,4.7394569899896455,0.00405180520837175,8,False,11
191,8,256,46518,31128,31128,69797499912,8,9,4,4,2,4,4,46518,408279,31128,0.00037735864647063164,15,23,5.315596792570458,0.003987203453255144,8,False,10
192,8,445,6200,4466,4466,69814196244,8,9,4,4,2,4,4,6200,56794,4466,0.002955419448506263,12,24,4.154010636471023,0.0,7,True,10
193,8,261,17886,10574,10574,69814212624,8,9,4,4,2,4,4,17886,172491,10574,0.0010784357214553414,15,24,4.524441543192619,0.004345389249367754,7,False,11
194,8,557,23910,16404,16404,69864624192,8,9,4,4,3,4,3,23910,204975,16404,0.0007171168094331744,12,23,5.071348446191811,0.004856426543322715,8,False,10
195,8,513,22764,15678,15678,69864788064,8,9,4,4,3,4,3,22764,198682,15678,0.000766850038009797,9,23,4.94628954882924,0.004727903095975865,8,False,10
196,8,426,112998,56808,56808,69864788226,8,9,4,4,2,4,3,112998,1109088,56808,0.00017372340454861222,9,24,5.493448215439348,0.003664635626120143,9,False,11
197,8,487,111426,58848,58848,69864788256,8,9,4,4,2,4,3,111426,1084359,58848,0.00017467626654072232,15,24,5.644030388153467,0.004122104226437118,9,False,11
198,8,395,220176,117792,117792,69864788352,8,9,4,4,3,4,3,220176,2171376,117792,8.958329790434403e-05,18,24,5.965655410468946,0.003250009961714336,9,False,11
199,8,310,541392,157512,157512,69864789504,8,9,4,4,3,4,3,541392,5897088,157512,4.0238773843216154e-05,12,24,6.1221885254834305,0.0031401717347202818,9,False,12
200,8,415,11960,8006,8006,69881305092,8,9,4,4,2,4,3,11960,111242,8006,0.0015555097530833468,15,24,4.489878836023079,0.004693416016436351,7,False,11
201,8,554,56400,30480,30480,69881305152,8,9,4,4,2,4,3,56400,587880,30480,0.00036963081811092923,18,24,5.153802248266813,0.004525085562299413,8,False,12
202,8,461,54242,31172,31172,74094547200,8,9,4,4,2,4,3,54242,533538,31172,0.00036268698403705847,9,24,5.1129526557401235,0.004028049902093581,8,False,11
203,8,408,264624,92292,92292,74106017808,8,9,4,4,2,4,3,264624,2870574,92292,8.198642019906852e-05,14,24,5.811685129410519,0.003712094252589974,9,False,12
204,8,263,322576,3724,3724,348178618368,8,9,4,4,2,4,3,322576,3863634,3724,7.42614144004055e-05,11,24,5.470384195923429,0.0033280940838240833,9,False,13
205,8,451,8094,5400,5400,72634704,9,9,3,3,3,3,4,8094,69175,5400,0.002112060833702696,9,23,4.286958309064098,0.0,7,True,10
206,8,494,47430,31392,31392,340857108,9,9,3,3,3,3,4,47430,415143,31392,0.0003690885923443423,15,23,5.307450020029939,0.003630507469268255,8,False,10
207,8,438,227880,118368,118368,340858176,9,9,3,3,2,3,4,227880,2239920,118368,8.626844848587122e-05,18,24,5.936979511056307,0.0029851063028553896,9,False,11
208,8,648,582,444,444,1413812304,9,9,3,3,2,3,3,582,3648,444,0.021576734034813777,3,21,3.4371831952256744,0.0,7,True,7
209,8,173,29336,14700,14700,1413812496,9,9,3,3,2,3,3,29336,280209,14700,0.000651216036002863,6,24,4.831372762911198,0.0048247087772104085,8,False,11
210,8,406,115476,59028,59028,1413813504,9,9,3,3,2,3,3,115476,1126818,59028,0.00016900675717007924,12,24,5.548493570036804,0.0039105439412767395,9,False,11
211,8,632,2755,2156,2156,69797498901,9,9,4,4,3,4,4,2755,19846,2156,0.0052313941641723575,6,21,4.087156249876438,0.0,7,True,9
212,8,75,274920,77360,77360,69797500224,9,9,4,4,3,4,4,274920,2966450,77360,7.84975202518376e-05,9,24,5.751142292820794,0.003936587874033277,10,False,12
213,8,540,98940,33660,33660,69861643284,9,9,3,4,3,4,4,98940,944418,33660,0.00019295446335099948,12,21,5.518453208542638,0.0037720443732434266,9,False,12
214,8,543,23961,15666,15666,69864607809,9,9,4,4,3,4,4,23961,208352,15666,0.0007258316745791489,9,23,4.905858597662772,0.004473568534210475,8,False,10
215,8,85,115746,59652,59652,69864608064,9,9,4,4,3,4,3,115746,1130274,59652,0.0001687351269218044,12,24,5.54408481575878,0.0037910307047637425,9,False,11
216,8,234,228600,117792,117792,69864788289,9,9,4,4,3,4,4,228600,2250000,117792,8.611166002510396e-05,18,24,5.932349682194585,0.0031051203312368785,9,False,11
217,8,607,8131,5314,5314,69864804432,9,9,4,4,3,4,3,8131,69647,5314,0.00210716189070635,9,23,4.295771350531117,0.0,7,True,10
218,8,384,228600,117792,117792,69864853824,9,9,4,4,3,4,3,228600,2250000,117792,8.611166002510396e-05,18,24,5.939652986233535,0.002892395591486642,9,False,11
219,8,582,30559,16542,16542,69865836864,9,9,4,4,3,4,3,30559,287348,16542,0.0006154235475315817,6,24,4.95538713266575,0.006067735289009084,8,False,11
220,8,239,1088640,331776,331776,69865837572,9,9,4,4,3,4,3,1088640,11888640,331776,2.0062913271773143e-05,21,24,6.560447681003528,0.002218725172509665,10,False,12
221,8,299,543552,166080,166080,69865837632,9,9,4,4,3,4,3,543552,5927328,166080,4.012430832138741e-05,12,24,6.11930232673659,0.003157625561213816,9,False,12
222,8,558,23961,15666,15666,69881320464,9,9,4,4,3,4,3,23961,208352,15666,0.0007258316745791489,9,23,4.904668614357261,0.004074567755521915,8,False,10
223,8,366,228168,116064,116064,69881320512,9,9,4,4,2,4,3,228168,2244528,116064,8.622782970066699e-05,18,24,5.9388470769217285,0.0029478754732589004,9,False,11
224,8,148,543552,166080,166080,69881566464,9,9,4,4,3,4,3,543552,5927328,166080,4.012430832138741e-05,12,24,6.123139103782351,0.0030170504174231623,9,False,12
225,8,146,536772,175440,175440,74106082320,9,9,4,4,2,4,3,536772,5834298,175440,4.0498571619873286e-05,15,24,6.203456643522099,0.0035719500752520034,9,False,12
226,8,21,2612784,0,0,74106082368,9,9,4,4,3,4,3,2612784,31320120,0,9.175855451299935e-06,15,24,6.732216719490291,0.002376149715488497,10,False,13
227,8,300,277554,87984,87984,348166033473,9,9,4,4,3,4,3,277554,3003490,87984,7.797632613934405e-05,9,24,5.748311832334725,0.003884714631674538,9,False,12
228,8,141,545424,173624,173624,348166033476,9,9,4,4,3,4,3,545424,5953536,173624,4.0025548111930664e-05,12,24,6.115039937809737,0.00298925378567656,9,False,12
229,8,169,539580,175440,175440,348166050816,9,9,4,4,3,4,3,539580,5862918,175440,4.0274757396919183e-05,15,24,6.207164913756836,0.003567280282806536,9,False,13
230,8,240,227826,2412,2412,348177831168,9,9,4,4,2,4,3,227826,2678706,2412,0.00010321679793963827,6,24,5.372939892461319,0.003977624587929202,9,False,13
231,8,217,1311904,0,0,348178617360,9,9,4,4,3,4,3,1311904,15699940,0,1.824417405636997e-05,9,24,6.3056330940625935,0.0028499141155701666,10,False,14
232,8,633,1419,1035,1035,1397848,9,10,2,2,2,2,5,1419,9916,1035,0.009856163233012381,10,20,3.6222692036645525,0.0,6,True,8
233,8,447,10704,3756,3756,68441488,9,10,3,3,3,3,5,10704,99190,3756,0.0017315947486609164,15,21,4.25703410258806,0.0035949410525534034,7,False,11
234,8,645,1818,1386,1386,72634696,9,10,3,3,2,3,5,1818,13021,1386,0.00788361720046523,9,21,3.792539352999692,0.0,6,True,8
235,8,620,7707,5493,5493,72634756,9,10,3,3,2,3,5,7707,64961,5493,0.0021876021108014863,12,23,4.312024376031968,0.0,7,True,10
236,8,514,18862,9604,9604,72634768,9,10,3,3,3,3,5,18862,178564,9604,0.0010038560622960587,10,24,4.482750543449446,0.0037935692377513465,7,False,12
237,8,621,2777,1022,1022,335942929,9,10,3,3,3,3,5,2777,22057,1022,0.005722438017515221,4,18,3.84600059774662,0.0,7,True,10
238,8,523,8568,5760,5760,336663574,9,10,3,3,3,3,4,8568,63864,5760,0.0017401147455597156,12,20,4.612168901644935,0.0,7,True,10
239,8,500,40608,22032,22032,336663649,9,10,3,3,3,3,4,40608,346788,22032,0.0004206118953392901,15,21,5.279682788681754,0.0038984089790435536,8,False,10
240,8,524,40680,22104,22104,336991249,9,10,3,3,3,3,4,40680,347580,22104,0.0004200815058192492,15,21,5.267379384940633,0.0038329881616667037,8,False,11
241,8,594,21600,7248,7248,336991492,9,10,3,3,3,3,4,21600,201960,7248,0.0008657808231862587,16,21,4.62274471040326,0.003985664785501418,7,False,11
242,8,134,98628,32724,32724,336991504,9,10,3,3,2,3,4,98628,940662,32724,0.00019340493263047943,12,21,5.5190820769160585,0.0039017818747924507,9,False,11
243,8,536,25176,12918,12918,340808032,9,10,3,3,3,3,4,25176,240204,12918,0.0007579734991380641,16,24,4.665327706057597,0.00422223597559603,7,False,11
244,8,482,47592,32040,32040,340857124,9,10,3,3,3,3,4,47592,416988,32040,0.0003682093109876513,15,23,5.29708659200269,0.0036590461431067907,8,False,10
245,8,520,75600,38016,38016,340858372,9,10,3,3,3,3,4,75600,723384,38016,0.00025314015869446496,16,24,5.3142164711173425,0.004114602460897272,8,False,11
246,8,216,180660,50112,50112,340858432,9,10,3,3,2,3,4,180660,1918254,50112,0.00011754779862380258,13,24,5.547963721707747,0.003713251293810038,9,False,12
247,8,618,6420,4584,4584,341185792,9,10,3,3,2,3,4,6420,58545,4584,0.00284130203411892,12,24,4.173713066592121,0.0,7,True,11
248,8,616,6660,4788,4788,404034640,9,10,3,3,2,3,4,6660,55629,4788,0.0025086958109934534,14,21,4.330794602982619,0.0,7,True,10
249,8,590,12858,8712,8712,1413812320,9,10,3,3,2,3,4,12858,107649,8712,0.0013023476483175732,9,23,4.700663685152057,0.005264749683966053,7,False,9
250,8,420,115218,59904,59904,1413878800,9,10,3,3,2,3,4,115218,1127907,59904,0.00016992856596196682,12,24,5.545204639940287,0.003842533952307662,9,False,11
251,8,327,181008,55440,55440,1413879040,9,10,3,3,2,3,4,181008,1932480,55440,0.00011796464452806954,18,24,5.50946513670742,0.003642506648410838,8,False,12
252,8,630,2755,2156,2156,69797498902,9,10,4,4,3,4,4,2755,19846,2156,0.0052313941641723575,6,21,4.087156249876438,0.0,7,True,8
253,8,578,5181,3920,3920,69797498905,9,10,4,4,3,4,5,5181,38882,3920,0.0028975786937570375,9,21,4.3108166235554775,0.0,7,True,10
254,8,531,24009,16188,16188,69797498950,9,10,4,4,3,4,4,24009,208875,16188,0.0007247469636407174,9,23,4.898770368210597,0.004102321932923932,8,False,10
255,8,499,114274,57784,57784,69797499976,9,10,4,4,3,4,4,114274,1118908,57784,0.0001713694157584715,12,24,5.521888066297375,0.0031849588490189236,8,False,11
256,8,603,12819,8598,8598,69797500948,9,10,4,4,2,4,4,12819,107216,8598,0.0013050140322237538,9,23,4.7070598377281945,0.0052837380514793985,7,False,10
257,8,446,57936,21120,21120,69814212880,9,10,4,4,3,4,4,57936,620076,21120,0.000369475290459575,18,24,4.930449054975404,0.003898176136763832,7,False,12
258,8,533,32496,12300,12300,69861643270,9,10,3,4,3,4,4,32496,311454,12300,0.0005898987300170939,16,21,4.840792398830589,0.0032346525615450875,8,False,12
259,8,497,49074,17916,17916,69861643288,9,10,3,4,3,4,4,49074,467517,17916,0.0003882695530932709,11,21,5.112978908972347,0.003858112595827612,8,False,11
260,8,428,16374,5934,5934,69861676288,9,10,3,4,3,4,3,16374,153561,5934,0.0011455864796490267,7,21,4.554723813595553,0.0051175547488700604,8,False,11
261,8,492,98940,33660,33660,69861905473,9,10,3,4,3,4,4,98940,944418,33660,0.00019295446335099948,12,21,5.514988346354825,0.003969075365686192,9,False,12
262,8,534,47652,31776,31776,69864607810,9,10,4,4,3,4,4,47652,417882,31776,0.00036807007358299296,15,23,5.302600616986003,0.003735305847586896,8,False,10
263,8,289,58046,30014,30014,69864608128,9,10,4,4,3,4,4,58046,561719,30014,0.0003334356232368656,9,24,5.18768417607029,0.0041806097432197705,9,False,11
264,8,584,47652,31776,31776,69864624385,9,10,4,4,3,4,4,47652,417882,31776,0.00036807007358299296,15,23,5.304073975362532,0.003658293412286368,8,False,10
265,8,572,58046,30014,30014,69864624448,9,10,4,4,3,4,4,58046,561719,30014,0.0003334356232368656,9,24,5.180849875096907,0.004212623140344606,9,False,11
266,8,527,115746,59652,59652,69864625408,9,10,4,4,3,4,3,115746,1130274,59652,0.0001687351269218044,12,24,5.551257972266621,0.0040297253606087595,9,False,11
267,8,458,46680,31776,31776,69864788050,9,10,4,4,3,4,4,46680,410124,31776,0.0003764374207896176,15,23,5.308374301077572,0.004044930286177946,8,False,10
268,8,422,226656,117792,117792,69864788290,9,10,4,4,3,4,3,226656,2231856,117792,8.688876850124891e-05,18,24,5.945895012243277,0.0030878889816936357,9,False,11
269,8,380,222120,117792,117792,69864788320,9,10,4,4,3,4,4,222120,2189520,117792,8.875759743399188e-05,18,24,5.969186580166487,0.0033624175933650146,9,False,12
270,8,302,228600,117792,117792,69864788353,9,10,4,4,3,4,4,228600,2250000,117792,8.611166002510396e-05,18,24,5.933266081653901,0.0030856646538579445,9,False,11
271,8,414,226656,117792,117792,69864788545,9,10,4,4,3,4,3,226656,2231856,117792,8.688876850124891e-05,18,24,5.948039416734684,0.0030958624067804067,9,False,11
272,8,63,1093824,314496,314496,69864789280,9,10,4,4,3,4,4,1093824,11929536,314496,1.9941556277440663e-05,21,24,6.561526164653697,0.0022308037011221013,9,False,12
273,8,617,8131,5314,5314,69864804448,9,10,4,4,3,4,3,8131,69647,5314,0.00210716189070635,9,23,4.295771350531117,0.0,7,True,9
274,8,465,24042,15996,15996,69864820816,9,10,4,4,3,4,4,24042,209274,15996,0.0007241393531952584,9,23,4.897716109978786,0.0040070635274892,8,False,10
275,8,412,228600,120384,120384,69864821056,9,10,4,4,3,4,4,228600,2252160,120384,8.619432721872806e-05,18,24,5.92611782641219,0.0029849556771159805,9,False,11
276,8,323,549144,162672,162672,69864822016,9,10,4,4,3,4,3,549144,5984316,162672,3.96892433219318e-05,12,24,6.112168695585668,0.00272822150530465,9,False,13
277,8,559,58126,30032,30032,69865067584,9,10,4,4,2,4,3,58126,565696,30032,0.00033487266631370706,6,24,5.1113340387096775,0.003991119339455026,8,False,12
278,8,506,115122,61248,61248,69865836928,9,10,4,4,3,4,4,115122,1129728,61248,0.0001704868980647253,12,24,5.5252958713006315,0.0031678548129424077,8,False,11
279,8,159,1098144,331776,331776,69865837696,9,10,4,4,3,4,3,1098144,11990016,331776,1.988527345947613e-05,21,24,6.56238051783784,0.002117408655492557,9,False,12
280,8,264,1098144,331776,331776,69866099776,9,10,4,4,3,4,4,1098144,11990016,331776,1.988527345947613e-05,21,24,6.554383062133074,0.0022340402442319308,9,False,12
281,8,619,6440,4562,4562,69881305108,9,10,4,4,3,4,4,6440,58726,4562,0.002832410032420836,12,24,4.179920833739277,0.0,7,True,11
282,8,365,71600,23642,23642,69881305408,9,10,4,4,3,4,4,71600,808308,23642,0.00031534568575245387,12,24,5.0355890166063775,0.005269626975443215,8,False,12
283,8,516,38040,20040,20040,69881321488,9,10,4,4,3,4,4,38040,365192,20040,0.0005047561873310111,15,24,4.891248586976524,0.00403222217053553,8,False,11
284,8,344,181296,56784,56784,69881321536,9,10,4,4,2,4,4,181296,1935648,56784,0.00011778292353960993,18,24,5.520399255357292,0.003642331425189205,8,False,12
285,8,495,117600,38688,38688,69881321728,9,10,4,4,3,4,4,117600,1256040,38688,0.00018164460998644478,19,24,5.301168708917593,0.003951470695914914,8,False,12
286,8,315,866880,2448,2448,69881567488,9,10,4,4,3,4,4,866880,10204200,2448,2.7157606544842717e-05,21,24,6.1027224606894395,0.0032482113323131574,9,False,13
287,8,424,30559,16542,16542,69932945728,9,10,4,4,3,4,3,30559,287348,16542,0.0006154235475315817,6,24,4.960373584658682,0.006039836402588173,8,False,11
288,8,591,24042,15996,15996,70939332880,9,10,4,4,3,4,3,24042,209274,15996,0.0007241393531952584,9,23,4.904708082026538,0.004292728734942483,8,False,10
289,8,271,228600,117792,117792,70939332928,9,10,4,4,3,4,3,228600,2250000,117792,8.611166002510396e-05,18,24,5.936719263863797,0.0029985111257898626,9,False,11
290,8,417,18980,9322,9322,74094481681,9,10,4,4,3,4,4,18980,181445,9322,0.0010074081657886974,7,24,4.618259813478055,0.0049791514210004925,8,False,11
291,8,385,220896,119808,119808,74094547201,9,10,4,4,3,4,3,220896,2180736,119808,8.938391059507734e-05,18,24,5.957669304420652,0.0033383166841661977,9,False,12
292,8,509,114646,59104,59104,74094547216,9,10,4,4,2,4,3,114646,1126944,59104,0.0001714819075387411,9,24,5.477742465872913,0.0033891001577791057,9,False,11
293,8,235,1097280,328320,328320,74094547264,9,10,4,4,3,4,3,1097280,11977920,328320,1.9896508542836714e-05,21,24,6.556402611368667,0.0022208993655663065,9,False,12
294,8,421,177264,63864,63864,74106081856,9,10,4,4,3,4,4,177264,1933236,63864,0.0001230484732344973,19,24,5.5490704377111975,0.0032142899928695426,8,False,12
295,8,198,547620,173376,173376,74106082336,9,10,4,4,2,4,4,547620,5971002,173376,3.9821663992190654e-05,15,24,6.151758330152898,0.0028178277067687865,9,False,12
296,8,321,862848,6984,6984,74106083392,9,10,4,4,3,4,3,862848,10350612,6984,2.7805322363424514e-05,22,24,6.029610031674214,0.0024742126505982306,9,False,13
297,8,575,36420,25260,25260,74106085648,9,10,4,4,2,4,4,36420,351957,25260,0.0005307031247561502,17,24,5.053980779263571,0.004414424673366039,8,False,11
298,8,413,181980,62892,62892,74106086416,9,10,4,4,2,4,4,181980,1984233,62892,0.00011983335787303581,9,24,5.487265552618708,0.0031162177865537983,8,False,12
299,8,410,89526,30216,30216,345212474368,9,10,4,4,3,4,3,89526,956847,30216,0.0002387695741180007,10,24,5.287917319184585,0.005102888653262341,9,False,12
300,8,255,277554,87984,87984,348166033474,9,10,4,4,3,4,3,277554,3003490,87984,7.797632613934405e-05,9,24,5.749011367198337,0.003872070435492605,9,False,12
301,8,206,545424,173624,173624,348166033480,9,10,4,4,3,4,3,545424,5953536,173624,4.0025548111930664e-05,12,24,6.119431331278659,0.003034935975962318,9,False,12
302,8,153,539580,175440,175440,348166067200,9,10,4,4,3,4,4,539580,5862918,175440,4.0274757396919183e-05,15,24,6.20970488473421,0.0036464987733083342,9,False,12
303,8,248,277356,87184,87184,348167082049,9,10,4,4,3,4,3,277356,3000620,87184,7.801308108312027e-05,9,24,5.749492098574029,0.003831547769701637,10,False,12
304,8,41,544992,171904,171904,348167082052,9,10,4,4,3,4,3,544992,5947488,171904,4.0048302481740644e-05,12,24,6.122473728923964,0.0030697875807379304,9,False,12
305,8,55,544992,171904,171904,348167082241,9,10,4,4,3,4,3,544992,5947488,171904,4.0048302481740644e-05,12,24,6.120569225913823,0.0030550416508970265,9,False,12
306,8,219,267810,92454,92454,348167099392,9,10,4,4,3,4,3,267810,2904810,92454,8.100200508426681e-05,14,24,5.81582625677255,0.0038545871817761874,9,False,13
307,8,367,455040,0,0,348177831424,9,10,4,4,2,4,3,455040,5350896,0,5.168426097626741e-05,6,24,5.798652730864827,0.00485238996271343,11,False,13
308,8,56,1311904,0,0,348178617376,9,10,4,4,3,4,3,1311904,15699940,0,1.824417405636997e-05,9,24,6.306555127170225,0.003047210179490045,10,False,14
309,8,152,2621112,0,0,348178617472,9,10,4,4,2,4,3,2621112,31442688,0,9.153320519364666e-06,12,24,6.691519374799465,0.0024805607512841067,10,False,13
310,8,96,2620224,7344,7344,348178618384,9,10,4,4,3,4,3,2620224,31439016,7344,9.158456049807504e-06,23,24,6.713424859258162,0.00204169098760144,10,False,14
311,8,641,1696,1086,1086,340792928,9,11,3,3,2,3,5,1696,15802,1086,0.010993766349418378,9,24,3.4036900985139424,0.0,6,True,11
312,8,491,9940,5344,5344,341186048,9,11,3,3,2,3,4,9940,99481,5344,0.002013914658086359,15,24,4.197328755711652,0.0,7,True,11
313,8,593,6440,4562,4562,69881305112,9,11,4,4,3,4,4,6440,58726,4562,0.002832410032420836,12,24,4.179920833739277,0.0,7,True,11
314,8,562,29960,16394,16394,69881305160,9,11,4,4,2,4,4,29960,308282,16394,0.0006869245556822629,15,24,4.779521846523582,0.004597573929735102,7,False,12
315,8,613,7660,4116,4116,345228974084,9,11,4,4,2,4,3,7660,83027,4116,0.0028304044764482952,9,24,3.9457935628897145,0.0,7,True,12
316,8,650,1404,1086,1086,1413812305,10,10,3,3,3,3,4,1404,9945,1086,0.010097410311237823,3,21,3.678196701004969,0.0,7,True,8
317,8,511,62868,17976,17976,1413813520,10,10,3,3,2,3,4,62868,671674,17976,0.0003398882507604726,9,24,4.918355242018865,0.004408149091371626,8,False,12
318,8,651,584,451,451,69864607765,10,10,4,4,3,4,4,584,3659,451,0.021493691111163327,3,21,3.4449940083178645,0.0,7,True,7
319,8,252,96166,27436,27436,69864609088,10,10,4,4,3,4,4,96166,1021538,27436,0.00022092554456869785,6,24,5.204133998856133,0.004385100304151789,9,False,12
320,8,585,30769,16542,16542,69865836865,10,10,4,4,3,4,4,30769,289430,16542,0.0006114499186877026,6,24,4.958215776131046,0.005652937863125649,8,False,11
321,8,459,114074,61112,61112,69865836868,10,10,4,4,3,4,4,114074,1122768,61112,0.000172564114986896,9,24,5.484490194875212,0.003494753081993596,9,False,11
322,8,246,561456,167904,167904,69865837588,10,10,4,4,3,4,4,561456,6087384,167904,3.86215779002861e-05,15,24,6.174573807339858,0.0031977300012279645,9,False,12
323,8,227,1098144,331776,331776,69865837648,10,10,4,4,3,4,4,1098144,11990016,331776,1.988527345947613e-05,21,24,6.555859241464909,0.0022650244591820076,10,False,13
324,8,381,229248,120384,120384,69881386048,10,10,4,4,3,4,4,229248,2258208,120384,8.593789678872844e-05,18,24,5.931738203771479,0.0029267182555808824,9,False,11
325,8,635,584,451,451,70133289040,10,10,4,4,3,4,4,584,3659,451,0.021493691111163327,3,21,3.4449940083178645,0.0,7,True,6
326,8,187,29601,15676,15676,70134075712,10,10,4,4,3,4,3,29601,283678,15676,0.0006475265170917345,6,24,4.829477398648649,0.0050571216726791315,8,False,11
327,8,448,116048,60856,60856,70149805120,10,10,4,4,3,4,3,116048,1134212,60856,0.0001684428789734377,12,24,5.544260808120847,0.003998332853589002,9,False,11
328,8,437,190112,59888,59888,74173191184,10,10,4,4,2,4,4,190112,2036224,59888,0.00011267790682205572,9,24,5.596628438122992,0.004707362155137315,9,False,12
329,8,10,2682144,0,0,74173191232,10,10,4,4,3,4,3,2682144,31997376,0,8.895704354703727e-06,18,24,6.7925584761886295,0.0028487519367051766,10,False,13
330,8,416,141141,47028,47028,74173191424,10,10,4,4,2,4,3,141141,1516031,47028,0.00015220705195047857,14,24,5.43717389825705,0.00446959111614223,8,False,12
331,8,170,667680,3456,3456,74173388032,10,10,4,4,3,4,3,667680,7942928,3456,3.5634817358023005e-05,15,24,5.935399931703707,0.0033460872968756536,9,False,13
332,8,91,115680,61320,61320,344944037968,10,10,4,4,3,4,4,115680,1133940,61320,0.0001694756332975939,12,24,5.5334457766751095,0.0033719802476453228,8,False,11
333,8,114,58354,30952,30952,344944038160,10,10,4,4,3,4,3,58354,568536,30952,0.00033392900675166456,6,24,5.113407057049337,0.004354070304852416,8,False,11
334,8,140,1101888,346752,346752,348166033477,10,10,4,4,3,4,4,1101888,12042432,346752,1.9836711886372904e-05,21,24,6.554986906098357,0.002195274094609389,9,False,13
335,8,325,563340,175440,175440,348166050832,10,10,4,4,3,4,3,563340,6113694,175440,3.852949222287429e-05,15,24,6.166528836100465,0.0032555031598380385,9,False,12
336,8,377,551880,173624,173624,348166050880,10,10,4,4,3,4,3,551880,6022620,173624,3.954821927006469e-05,12,24,6.108441132929501,0.002792397689373821,9,False,12
337,8,228,1349352,7056,7056,348177847552,10,10,4,4,3,4,3,1349352,16091496,7056,1.7675683843666324e-05,17,24,6.344451388852864,0.0029333888364242475,9,False,13
338,8,329,669902,0,0,348178633744,10,10,4,4,3,4,3,669902,7999770,0,3.565213940740327e-05,6,24,5.898011683815967,0.003222148607875619,9,False,13
339,8,107,2658792,0,0,17940162548992,10,10,4,4,3,4,3,2658792,31867428,0,9.015886702421683e-06,15,24,6.7367508991868865,0.0025957034085537555,10,False,13
340,8,397,57480,72,72,18708965889280,10,10,4,5,3,5,3,57480,662112,72,0.0004008071787023897,6,24,4.718014231284469,0.005034218926303266,9,False,13
341,8,522,12660,7116,7116,341185796,10,11,3,3,3,3,4,12660,120969,7116,0.001509631609154306,15,24,4.289333043684335,0.003912535640176595,7,False,11
342,8,488,60210,19260,19260,357635648,10,11,3,3,2,3,5,60210,639819,19260,0.00035298567985195365,9,24,4.913359049311564,0.0034517089024390345,7,False,12
343,8,566,13608,7560,7560,404034644,10,11,3,3,3,3,4,13608,116226,7560,0.0012553840363056208,14,21,4.6017457191151605,0.0041217352960988855,7,False,10
344,8,552,1404,1086,1086,1413812306,10,11,3,3,3,3,4,1404,9945,1086,0.010097410311237823,3,21,3.678196701004969,0.0,7,True,8
345,8,542,24120,16224,16224,1413812321,10,11,3,3,3,3,4,24120,210142,16224,0.0007224474391314431,9,23,4.897590281520793,0.004094319712539758,8,False,10
346,8,423,32208,9120,9120,1413813536,10,11,3,3,2,3,4,32208,338576,9120,0.0006527879584699021,9,24,4.634408948365262,0.004338626176274112,7,False,12
347,8,431,185676,54096,54096,1413879056,10,11,3,3,2,3,4,185676,2012406,54096,0.00011674449072895657,15,24,5.483606635249765,0.0037191650720465558,9,False,12
348,8,470,46806,14640,14640,1413879104,10,11,3,3,2,3,4,46806,502026,14640,0.00045831326547845613,14,24,4.7424146992842635,0.004015978027630944,8,False,12
349,8,579,35904,1224,1224,69814278464,10,11,4,4,3,4,5,35904,419908,1224,0.0006514942246595017,15,24,4.378825028549146,0.0030400728749111973,7,False,13
350,8,604,2761,2144,2144,69864607766,10,11,4,4,3,4,4,2761,19900,2144,0.005222850364024797,6,21,4.089609414778304,0.0,7,True,9
351,8,472,12861,8742,8742,69864607877,10,11,4,4,3,4,4,12861,107690,8742,0.00130223590603828,9,23,4.707373716951788,0.005330527935736021,8,False,10
352,8,336,96166,27436,27436,69864625472,10,11,4,4,3,4,4,96166,1021538,27436,0.00022092554456869785,6,24,5.197832901783393,0.004690500030301565,9,False,12
353,8,567,24123,16326,16326,69864853637,10,11,4,4,3,4,4,24123,210196,16326,0.0007224533561300232,9,23,4.904394826299644,0.004034367393506183,8,False,10
354,8,576,24123,16326,16326,69864853652,10,11,4,4,3,4,4,24123,210196,16326,0.0007224533561300232,9,23,4.905311582787498,0.004208301416902292,8,False,10
355,8,335,276552,78888,78888,69864855872,10,11,4,4,3,4,4,276552,2998602,78888,7.841457359588274e-05,9,24,5.723730848921176,0.0032579639082009554,9,False,12
356,8,479,116048,60856,60856,69864886592,10,11,4,4,3,4,3,116048,1134212,60856,0.0001684428789734377,12,24,5.543072944582798,0.00369703023883408,9,False,11
357,8,348,229248,120384,120384,69864887360,10,11,4,4,3,4,4,229248,2258208,120384,8.593789678872844e-05,18,24,5.929819897315996,0.003030630973731617,9,False,11
358,8,396,560928,164064,164064,69865067840,10,11,4,4,3,4,4,560928,6081744,164064,3.865847042328813e-05,15,24,6.164419751589779,0.0031725011452835876,9,False,12
