no,n,orbit,members,loops,loop_nodes,rep,rep_edges,rep_weight,es_lo,vc_min,chi_min,es_up,mindeg_g,nodes,edges,selfloops,density,min_degree,max_degree,aspl,aspl_se,diameter,diameter_exactly_known,chi_og
528,8,391,186372,61416,61416,18008882876736,11,12,4,4,3,4,4,186372,1999368,61416,0.00011512343286535027,15,24,5.620253880700324,0.004492084432747163,9,False,12
529,8,357,887832,4320,4320,18009956815872,11,12,4,4,3,4,4,887832,10610676,4320,2.692228701447888e-05,15,24,6.121904522369685,0.00304900291277393,10,False,13
530,8,43,1329316,0,0,18708965889288,11,12,4,5,3,5,4,1329316,15935616,0,1.8036103310072948e-05,6,24,6.227826809296517,0.0025105230318944335,10,False,13
531,8,79,2684304,0,0,18708965890320,11,12,4,5,3,5,4,2684304,32177448,0,8.931375680917315e-06,15,24,6.719113599694222,0.0022460108529882773,10,False,13
532,8,14,2675688,0,0,18708965909760,11,12,4,5,3,5,4,2675688,32073828,0,8.960041311979329e-06,15,24,6.7234889607790445,0.0022895716731086155,10,False,14
533,8,125,1331904,0,0,18709032998148,11,12,4,5,3,5,4,1331904,15966720,0,1.8001147259481437e-05,6,24,6.22284733648021,0.002458384362455464,10,False,13
534,8,270,1364864,0,0,18709231179264,11,12,4,5,3,5,3,1364864,16270848,0,1.746874656339703e-05,9,24,6.3046993962031355,0.002900568798475521,10,False,13
535,8,288,1362976,0,0,18709231441152,11,12,4,5,3,5,4,1362976,16249248,0,1.7493921125830972e-05,9,24,6.307588563253178,0.0031119844478189195,10,False,13
536,8,249,452792,0,0,18709235114256,11,12,4,5,3,5,4,452792,5404488,0,5.2721531990332136e-05,9,24,5.638865427978914,0.00327489152112169,9,False,13
537,8,30,1355220,0,0,18765802967304,11,12,4,5,3,5,4,1355220,16221494,0,1.76645086555318e-05,9,24,6.2821685484043535,0.002649992146222122,10,False,13
538,8,2,5356800,0,0,18765802967424,11,12,4,5,3,5,4,5356800,64281600,0,4.48028757472513e-06,24,24,7.176587160354533,0.0010087072525721075,10,False,13
539,8,49,5404032,0,0,18765802967556,11,12,4,5,3,5,4,5404032,64848384,0,4.44112922372207e-06,24,24,7.167531862048904,0.0008194109352109799,10,False,13
540,8,104,2706048,7200,7200,18765802971396,11,12,4,5,3,5,4,2706048,32468976,7200,8.86804231165102e-06,23,24,6.692228435795831,0.0016266891332296037,9,False,14
541,8,86,2659968,7200,7200,18765802971456,11,12,4,5,3,5,4,2659968,31916016,7200,9.021650719922354e-06,23,24,6.700402054987901,0.0017132501345101657,10,False,13
542,8,273,1360944,0,0,18765938168832,11,12,4,5,3,5,4,1360944,16235424,0,1.7531272458189126e-05,18,24,6.266254488248221,0.002659210433625192,9,False,14
543,8,435,451640,0,0,18766877692932,11,12,4,5,3,5,4,451640,5390604,0,5.2854697186442935e-05,9,24,5.647711107765273,0.0031374492892487795,9,False,13
544,8,123,1363712,0,0,18766944801792,11,12,4,5,3,5,4,1363712,16257024,0,1.7483405755608287e-05,9,24,6.319115603672626,0.003092295793887502,10,False,13
545,8,508,19754,10084,10084,1413878353,11,13,3,3,3,3,5,19754,190898,10084,0.0009784604162305557,6,24,4.488190097706678,0.004382288594553791,7,False,11
546,8,444,148968,2424,2424,69881403712,11,13,4,4,3,4,5,148968,1741884,2424,0.00015698789522931752,15,24,5.100944014446152,0.003454522593358791,8,False,13
547,8,333,223548,6308,6308,69948692752,11,13,4,4,3,4,5,223548,2614242,6308,0.00010462516323463412,15,24,5.376261779402095,0.0038431622426277714,9,False,13
548,8,351,284874,84152,84152,70201186624,11,13,4,4,3,4,4,284874,3079462,84152,7.589282903047328e-05,9,24,5.7325620434369,0.0036710884785943745,9,False,12
549,8,466,48504,15744,15744,74111326528,11,13,4,4,3,4,5,48504,565912,15744,0.00048109710352224,15,24,4.666547120796652,0.003933208133218931,8,False,13
550,8,160,375264,115200,115200,74161853536,11,13,4,4,3,4,4,375264,4097808,115200,5.819811950805608e-05,19,24,5.787027282199418,0.0026848180966656037,9,False,12
551,8,231,899544,96,96,74173387936,11,13,4,4,3,4,4,899544,10757688,96,2.6589158976497496e-05,15,24,6.039547394621492,0.002927170931633375,9,False,13
552,8,477,32436,10048,10048,74178369808,11,13,4,4,2,4,4,32436,341808,10048,0.000649787009632116,9,24,4.6323759210729145,0.004238587700402957,7,False,12
553,8,254,450432,0,0,74178369856,11,13,4,4,3,4,4,450432,5364288,0,5.287916311765984e-05,9,24,5.680016251101723,0.0031490920239266814,9,False,13
554,8,595,5179,3365,3365,75184022800,11,13,4,4,2,4,4,5179,51981,3365,0.0038767399407134214,9,24,3.890960321904927,0.0,6,True,12
555,8,371,371808,111744,111744,345212475472,11,13,4,4,3,4,5,371808,4057560,111744,5.870277804212228e-05,19,24,5.798425408881489,0.0029120819636491717,9,False,12
556,8,597,24000,7224,7224,345229039936,11,13,4,4,3,4,4,24000,277032,7224,0.0009619567481978416,21,24,4.206767198633277,0.002495697704565281,6,False,12
557,8,250,1126080,346752,346752,348166067296,11,13,4,4,3,4,4,1126080,12300480,346752,1.9400545889389648e-05,21,24,6.5352325316429845,0.001928155668901629,9,False,13
558,8,290,1124352,346752,346752,348166068304,11,13,4,4,3,4,4,1124352,12282048,346752,1.9431063845341687e-05,21,24,6.539828268930254,0.0018819725046275175,9,False,12
559,8,190,1118304,346752,346752,348166133248,11,13,4,4,3,4,4,1118304,12217536,346752,1.95386365678854e-05,21,24,6.544398899046144,0.0018888293762566752,9,False,12
560,8,439,187308,57496,57496,348167083153,11,13,4,4,3,4,5,187308,2035632,57496,0.00011604299530337361,6,24,5.442788267389901,0.003083209559009804,9,False,12
561,8,354,282732,87504,87504,348179141188,11,13,4,4,3,4,4,282732,3060570,87504,7.657445562049029e-05,9,24,5.731301010501148,0.0034553295100256394,9,False,12
562,8,175,2687616,31104,31104,348179158528,11,13,4,4,3,4,4,2687616,32235840,31104,8.925544364848076e-06,23,24,6.7307708090630545,0.0014016661011337006,9,False,14
563,8,528,60240,31530,31530,348246250048,11,13,4,4,3,4,4,60240,646170,31530,0.00035613451835183214,18,24,4.956211457693521,0.0032057541417466807,7,False,12
564,8,92,5399424,0,0,348246251008,11,13,4,4,3,4,4,5399424,64793088,0,4.444919392312845e-06,24,24,7.168546884361533,0.0009321400629080456,10,False,13
565,8,266,2687616,7776,7776,348246251584,11,13,4,4,3,4,4,2687616,32247504,7776,8.928773923918712e-06,23,24,6.694655422000547,0.00158109880488172,9,False,13
566,8,399,285816,87984,87984,348301563136,11,13,4,4,3,4,4,285816,3092614,87984,7.57153891452664e-05,9,24,5.726638231023564,0.0035257784408170194,9,False,12
567,8,143,5416704,0,0,348314146048,11,13,4,4,3,4,4,5416704,65000448,0,4.430739510731898e-06,24,24,7.163059446678173,0.0008057304907423772,10,False,13
568,8,176,455616,72,72,349522105360,11,13,4,4,3,4,4,455616,5398680,72,5.201404163849071e-05,12,24,5.73961420058602,0.0036896428529552923,9,False,13
569,8,50,2660960,0,0,349523941444,11,13,4,4,3,4,4,2660960,31919616,0,9.015942317452334e-06,12,24,6.678698197529537,0.002131396511096711,10,False,14
570,8,76,2709296,0,0,349524006976,11,13,4,4,3,4,4,2709296,32500224,0,8.855306520717299e-06,12,24,6.6597899922304515,0.0019185954545190033,10,False,13
571,8,164,2709296,0,0,349524007168,11,13,4,4,3,4,4,2709296,32500224,0,8.855306520717299e-06,12,24,6.662249697061412,0.001889199145146356,10,False,13
572,8,144,453376,3708,3708,349524206848,11,13,4,4,2,4,4,453376,5430942,3708,5.2843194673489204e-05,6,24,5.605717558312655,0.002688954852721938,9,False,14
573,8,347,691272,0,0,349524990016,11,13,4,4,2,4,4,691272,8189796,0,3.427723450643194e-05,12,24,5.962780883329404,0.0039402827482518535,10,False,13
574,8,305,568848,175440,175440,17940149999104,11,13,4,4,3,4,4,568848,6173112,175440,3.815420814965072e-05,15,24,6.168645275443133,0.0031580733201723777,9,False,12
575,8,155,2713152,0,0,18008886224128,11,13,4,4,3,4,4,2713152,32523168,0,8.836387406951963e-06,15,24,6.705390392204488,0.0019184565994290396,10,False,13
576,8,276,1355192,3600,3600,18709231048192,11,13,4,5,3,5,4,1355192,16255224,3600,1.7701970641815447e-05,12,24,6.213964741501383,0.0019549444331177146,9,False,13
577,8,135,1364864,0,0,18709231442176,11,13,4,5,3,5,4,1364864,16270848,0,1.746874656339703e-05,9,24,6.309375168789835,0.0030838992219793713,10,False,13
578,8,115,451640,0,0,18765803032840,11,13,4,5,3,5,4,451640,5390604,0,5.2854697186442935e-05,9,24,5.639005515466999,0.003006285632101575,9,False,13
579,8,174,664592,3600,3600,18765803032960,11,13,4,5,3,5,4,664592,7967736,3600,3.6079072689242834e-05,12,24,5.817015587030219,0.0024422182688203812,9,False,13
580,8,172,2706048,7200,7200,18765803033092,11,13,4,5,3,5,4,2706048,32468976,7200,8.86804231165102e-06,23,24,6.687905775472489,0.001496378554739338,9,False,13
581,8,165,2734128,0,0,18765938169856,11,13,4,5,3,5,4,2734128,32616864,0,8.726391079531542e-06,18,24,6.79402059194763,0.002927162869403885,10,False,13
582,8,73,1355220,0,0,18766876710916,11,13,4,5,3,5,4,1355220,16221494,0,1.76645086555318e-05,9,24,6.277727827015412,0.002681713429445304,10,False,14
583,8,183,1356404,0,0,18766876971268,11,13,4,5,3,5,4,1356404,16235378,0,1.7648776231023944e-05,9,24,6.277311323404622,0.002787945349276261,10,False,13
584,8,473,122348,0,0,1461652296960,12,12,4,4,2,4,3,122348,1411992,0,0.0001886566127644298,3,24,5.093344838859965,0.0048908929885163425,9,False,13
585,8,419,96936,30544,30544,17957346612480,12,12,4,4,3,4,3,96936,1032449,30544,0.00021975202922449192,6,24,5.19775308196214,0.004610633045521428,9,False,12
586,8,189,1374648,0,0,18697419035904,12,12,4,4,3,4,4,1374648,16363716,0,1.7319256172922252e-05,12,24,6.354401129162614,0.0032840763032821506,10,False,13
587,8,340,97000,30812,30812,18708965905488,12,12,4,5,3,5,4,97000,1033248,30812,0.00021963198047636373,6,24,5.207989989587522,0.004963715023601805,9,False,12
588,8,162,1369088,0,0,18708965905680,12,12,4,5,3,5,4,1369088,16322256,0,1.7415974099700273e-05,9,24,6.30389945270096,0.0028690197833897285,10,False,13
589,8,278,144420,45536,45536,18709230997824,12,12,4,5,3,5,4,144420,1549957,45536,0.00014862708884255899,9,24,5.395725403167173,0.004208324497076527,9,False,12
590,8,209,2702984,0,0,18765802967316,12,12,4,5,3,5,4,2702984,32424192,0,8.875899350666253e-06,12,24,6.67157845424851,0.002006735058404972,10,False,13
591,8,72,5404032,0,0,18765802968336,12,12,4,5,3,5,4,5404032,64848384,0,4.44112922372207e-06,24,24,7.169382302766212,0.0008227458572188105,10,False,13
592,8,267,286326,90016,90016,18765858476112,12,12,4,5,3,5,4,286326,3099722,90016,7.561930573715804e-05,9,24,5.731341908670218,0.0038130018820217992,9,False,12
593,8,39,5451264,0,0,18765870077184,12,12,4,5,3,5,4,5451264,65415168,0,4.402649441056137e-06,24,24,7.160844999406559,0.0006563381575221032,10,False,13
594,8,207,2717304,0,0,18765871060032,12,12,4,5,3,5,4,2717304,32571852,0,8.822591112412986e-06,15,24,6.712197865677843,0.0020393921396758786,10,False,14
595,8,537,16848,52,52,18778759107840,12,12,4,5,3,5,3,16848,194464,52,0.0013702451723068647,3,24,4.072622365999881,0.005654097268023129,8,False,12
596,8,9,1367184,0,0,18778960237824,12,12,4,5,3,5,3,1367184,16363548,0,1.750869807079759e-05,9,24,6.280394593847349,0.0026199821283434442,10,False,13
597,8,277,566616,173624,173624,348166051216,12,13,4,4,3,4,5,566616,6179364,173624,3.8494339546326156e-05,12,24,6.091209634407843,0.002483248237751356,9,False,12
598,8,390,911952,144,144,348182816020,12,13,4,4,3,4,4,911952,10878456,144,2.616096568431838e-05,17,24,6.058731165380595,0.0026305133970968048,9,False,13
599,8,112,904896,7344,7344,348182832400,12,13,4,4,3,4,5,904896,10853352,7344,2.6509224746294562e-05,22,24,6.017337922079357,0.0019760415831778537,9,False,13
600,8,51,1374648,0,0,348249924928,12,13,4,4,3,4,4,1374648,16363716,0,1.7319256172922252e-05,12,24,6.358294362843697,0.003362212509253698,10,False,13
601,8,90,1361832,0,0,349524202756,12,13,4,4,3,4,4,1361832,16209312,0,1.7480257523283638e-05,12,24,6.355866946045435,0.003215831628870512,10,False,13
602,8,147,2709936,0,0,349524202768,12,13,4,4,3,4,4,2709936,32482296,0,8.846241815998704e-06,15,24,6.715550871146356,0.0021457170686253,10,False,14
603,8,67,1361832,0,0,349524219136,12,13,4,4,3,4,4,1361832,16209312,0,1.7480257523283638e-05,12,24,6.359433153599823,0.0032580484472371604,10,False,13
604,8,84,2709936,0,0,349524268288,12,13,4,4,3,4,4,2709936,32482296,0,8.846241815998704e-06,15,24,6.71275756097471,0.0020859941012727036,10,False,13
605,8,120,2709936,0,0,349591311616,12,13,4,4,3,4,4,2709936,32482296,0,8.846241815998704e-06,15,24,6.7152021749599164,0.002228710365501456,10,False,14
606,8,108,1792512,0,0,365362681873,12,13,4,4,3,4,4,1792512,21504960,0,1.338581238179478e-05,22,24,6.411418595478634,0.002269380210449947,9,False,13
607,8,31,2697176,0,0,365362747648,12,13,4,4,3,4,4,2697176,32355072,0,8.895163888111409e-06,12,24,6.668087261301176,0.0019765676569173914,10,False,13
608,8,130,2750976,0,0,17957346613504,12,13,4,4,3,4,4,2750976,32818176,0,8.673032827420119e-06,18,24,6.781010857241523,0.00249115433240647,10,False,13
609,8,400,99288,1200,1200,18008815785280,12,13,4,4,3,4,4,99288,1177320,1200,0.00023885556617181836,15,24,4.930174363209685,0.003594030457258032,8,False,13
610,8,110,567288,178272,178272,18008882876740,12,13,4,4,3,4,4,567288,6159564,178272,3.828014194152864e-05,15,24,6.158372534537192,0.0032957287132604164,9,False,12
611,8,297,564480,178272,178272,18009151312192,12,13,4,4,3,4,4,564480,6130944,178272,3.8482297799549386e-05,15,24,6.1619573500519955,0.0033839199544345275,9,False,12
612,8,195,278862,88368,88368,18009944232208,12,13,4,4,3,4,4,278862,3031305,88368,7.796191769658457e-05,9,24,5.717461842997047,0.0031602145289310593,9,False,12
613,8,320,371520,118800,118800,18009944232961,12,13,4,4,3,4,4,371520,4057344,118800,5.8790695671328464e-05,19,24,5.875665357626393,0.0029826166625581273,9,False,12
614,8,433,96936,30544,30544,18009944233216,12,13,4,4,3,4,4,96936,1032449,30544,0.00021975202922449192,6,24,5.200475019342858,0.004803707070576413,9,False,12
615,8,555,97000,30812,30812,18708965905504,12,13,4,5,3,5,4,97000,1033248,30812,0.00021963198047636373,6,24,5.2101893215393975,0.004663084028071098,9,False,12
616,8,462,144420,45536,45536,18708965906512,12,13,4,5,3,5,4,144420,1549957,45536,0.00014862708884255899,9,24,5.394606540690629,0.004022494280253969,9,False,12
617,8,208,686952,3600,3600,18708965906704,12,13,4,5,3,5,4,686952,8176080,3600,3.465157471102268e-05,15,24,5.9322866754688475,0.003472911854625959,9,False,13
618,8,8,1369088,0,0,18709033014544,12,13,4,5,3,5,4,1369088,16322256,0,1.7415974099700273e-05,9,24,6.306166829427202,0.003266546380287071,10,False,13
619,8,13,5438592,0,0,18709231048000,12,13,4,5,3,5,4,5438592,65263104,0,4.412907681419691e-06,24,24,7.162953680833878,0.0006536095015521606,10,False,14
620,8,12,2705224,0,0,18709235114257,12,13,4,5,3,5,4,2705224,32451840,0,8.868762376237854e-06,12,24,6.662050042824566,0.001925680122788153,10,False,13
621,8,34,2719608,0,0,18709235180608,12,13,4,5,3,5,4,2719608,32599500,0,8.815124986057436e-06,15,24,6.710460923581974,0.001985462072122577,10,False,13
622,8,109,5455872,0,0,18709235180800,12,13,4,5,3,5,4,5455872,65470464,0,4.398930986454775e-06,24,24,7.1599481549325485,0.0006522270694013865,10,False,13
623,8,40,899520,72,72,18765802967332,12,13,4,5,3,5,4,899520,10782576,72,2.6652095362769732e-05,12,24,5.963351024269637,0.002256468736025979,9,False,13
624,8,54,5414400,0,0,18765802967368,12,13,4,5,3,5,4,5414400,64972800,0,4.432624932148517e-06,24,24,7.165878987307733,0.0008114549766269258,10,False,13
625,8,81,5436288,0,0,18765802968580,12,13,4,5,3,5,4,5436288,65235456,0,4.414777954144069e-06,24,24,7.163519763213384,0.0006852490693310671,10,False,13
626,8,275,1354056,3600,3600,18765802968592,12,13,4,5,3,5,4,1354056,16241400,3600,1.7716606000193454e-05,12,24,6.220524967597329,0.002084840716567249,9,False,14
627,8,211,2702936,0,0,18765802971412,12,13,4,5,3,5,4,2702936,32424192,0,8.87621459825671e-06,12,24,6.669058903007287,0.0019494725820244094,10,False,13
628,8,133,569868,179520,179520,18765858738436,12,13,4,5,3,5,4,569868,6187326,179520,3.8105285116468014e-05,15,24,6.167880442278636,0.0032523891837005704,9,False,13
629,8,306,285714,89376,89376,18765862670416,12,13,4,4,3,4,4,285714,3092960,89376,7.577793677831128e-05,9,24,5.734517396828286,0.0035896135118901745,9,False,12
630,8,301,286170,89376,89376,18765862671361,12,13,4,4,3,4,4,286170,3097604,89376,7.56500470916478e-05,9,24,5.727489689658909,0.003422726912418456,9,False,12
631,8,33,5436288,0,0,18765870077440,12,13,4,5,3,5,4,5436288,65235456,0,4.414777954144069e-06,24,24,7.164036432587169,0.0007142197448834371,10,False,13
632,8,16,5453568,0,0,18765870078208,12,13,4,5,3,5,4,5453568,65442816,0,4.400789428276942e-06,24,24,7.161009577217993,0.0006673226248003253,10,False,13
633,8,69,2702984,0,0,18765870081088,12,13,4,5,3,5,4,2702984,32424192,0,8.875899350666253e-06,12,24,6.67004336024311,0.002007399285046375,10,False,13
634,8,128,2730816,7632,7632,18765871060096,12,13,4,5,3,5,4,2730816,32765976,7632,8.787561673333394e-06,23,24,6.684777807724068,0.0013692079015931596,9,False,13
635,8,77,5453568,0,0,18765871060996,12,13,4,5,3,5,4,5453568,65442816,0,4.400789428276942e-06,24,24,7.16125162833793,0.0006789876306227895,10,False,13
636,8,64,2702936,0,0,18765874206736,12,13,4,5,3,5,4,2702936,32424192,0,8.87621459825671e-06,12,24,6.667847965267385,0.0018925450873836026,10,False,14
637,8,242,2717304,0,0,18766944802048,12,13,4,5,3,5,4,2717304,32571852,0,8.822591112412986e-06,15,24,6.711446197939649,0.0019957083479831468,10,False,13
638,8,332,683351,0,0,18778759108096,12,13,4,5,3,5,4,683351,8160650,0,3.495165255584556e-05,6,24,5.888424821833614,0.0034165503182591603,10,False,13
639,8,182,1367184,0,0,18778759111936,12,13,4,5,3,5,4,1367184,16363548,0,1.750869807079759e-05,9,24,6.277650936268224,0.0027137720149907375,10,False,13
640,8,286,1375216,0,0,18778960241920,12,13,4,5,3,5,4,1375216,16460196,0,1.7406982018592257e-05,9,24,6.272000360670876,0.002590467502613646,9,False,13
641,8,221,457496,52,52,18778961221648,12,13,4,5,3,5,4,457496,5459905,52,5.2172473679677155e-05,9,24,5.646369938469273,0.003066581306170967,9,False,13
642,8,480,16848,52,52,18847679714560,12,13,4,5,3,5,4,16848,194464,52,0.0013702451723068647,3,24,4.072385587938506,0.0052999008841216385,8,False,12
643,8,568,12854,24,24,5722477712,12,14,3,3,2,3,5,12854,147498,24,0.001785555377777737,6,24,3.9917827744495447,0.004503594689976726,7,False,12
644,8,571,32496,10288,10288,74178369812,12,14,4,4,3,4,4,32496,342584,10288,0.0006488594351787939,9,24,4.622301554085244,0.00406655349483642,7,False,12
645,8,454,10752,3488,3488,75184022804,12,14,4,4,3,4,4,10752,111264,3488,0.0019250700931474813,9,24,4.171896195702726,0.004315760812123783,7,False,11
646,8,343,32496,10288,10288,75251082512,12,14,4,4,3,4,5,32496,342584,10288,0.0006488594351787939,9,24,4.635790336974918,0.004202799107456228,7,False,12
647,8,279,226152,5040,5040,75251082560,12,14,4,4,3,4,5,226152,2690424,5040,0.00010520873016338588,9,24,5.290592838413273,0.0029217205224472188,8,False,13
648,8,303,197040,1008,1008,345229039940,12,14,4,4,3,4,4,197040,2314848,1008,0.00011924656599419695,12,24,5.248314678819929,0.0031401110009306294,8,False,13
649,8,469,113064,1200,1200,345229252880,12,14,4,4,3,4,5,113064,1321960,1200,0.0002068252030379813,16,24,4.883130484773976,0.002626308958901827,7,False,13
650,8,457,566616,173624,173624,348166133312,12,14,4,4,3,4,4,566616,6179364,173624,3.8494339546326156e-05,12,24,6.083009796775588,0.0026252162730284493,9,False,12
651,8,220,450072,8928,8928,348451251476,12,14,4,4,3,4,4,450072,5376924,8928,5.3088550520421436e-05,14,24,5.683373234445232,0.0025046511456020912,8,False,13
652,8,376,286170,89376,89376,349509588032,12,14,4,4,3,4,4,286170,3097604,89376,7.56500470916478e-05,9,24,5.727938096020184,0.0036219704676091957,9,False,12
653,8,138,903744,7416,7416,349524206852,12,14,4,4,3,4,4,903744,10841148,7416,2.6546966116733607e-05,22,24,5.999343246918648,0.0019810705945127894,9,False,13
654,8,185,5446656,0,0,349524206864,12,14,4,4,3,4,4,5446656,65359872,0,4.4063741874600095e-06,24,24,7.160027463461519,0.0006640282781858988,10,False,13
655,8,166,903744,7416,7416,349524223232,12,14,4,4,3,4,5,903744,10841148,7416,2.6546966116733607e-05,22,24,5.995147094915259,0.002090859353711463,9,False,13
656,8,28,2739744,0,0,349524990020,12,14,4,4,3,4,4,2739744,32688576,0,8.709759981857474e-06,18,24,6.782254039521225,0.002758848353657928,10,False,13
657,8,93,5461632,0,0,349592098880,12,14,4,4,3,4,4,5461632,65539584,0,4.39429174178922e-06,24,24,7.1586031214851396,0.0006465594057227664,10,False,14
658,8,418,88990,0,0,1461652559360,12,14,4,4,2,4,4,88990,1043794,0,0.0002636132640061821,3,24,4.792563800020227,0.0035560767426730316,9,False,13
659,8,615,2804,32,32,1461656495360,12,14,4,4,2,4,4,2804,30013,32,0.007637272679618281,3,24,3.339147275972402,0.0,7,True,12
660,8,179,2723664,0,0,17940166744328,12,14,4,4,3,4,4,2723664,32647944,0,8.801950681092677e-06,15,24,6.706106674724442,0.002018328239838864,10,False,13
661,8,313,286326,90016,90016,18708965905568,12,14,4,5,3,5,5,286326,3099722,90016,7.561930573715804e-05,9,24,5.724392892691871,0.003631831997330386,9,False,12
662,8,68,2705224,0,0,18709231047812,12,14,4,5,3,5,4,2705224,32451840,0,8.868762376237854e-06,12,24,6.662874274690109,0.001991832787689181,10,False,13
663,8,66,2719608,0,0,18709231048064,12,14,4,5,3,5,4,2719608,32599500,0,8.815124986057436e-06,15,24,6.710457069348623,0.0021261377056344868,10,False,13
664,8,196,5455872,0,0,18709231048256,12,14,4,5,3,5,4,5455872,65470464,0,4.398930986454775e-06,24,24,7.160201199955058,0.000621333477563944,10,False,13
665,8,292,2704072,0,0,18765802967588,12,14,4,5,3,5,4,2704072,32438016,0,8.87253942111847e-06,12,24,6.666926550005529,0.0017625081842153893,10,False,13
666,8,6,5451264,0,0,18765803034884,12,14,4,5,3,5,4,5451264,65415168,0,4.402649441056137e-06,24,24,7.1611793857680315,0.000683721059939094,10,False,13
667,8,493,285714,89376,89376,18765862670432,12,14,4,4,3,4,4,285714,3092960,89376,7.577793677831128e-05,9,24,5.743198744894353,0.0037147859527736555,9,False,12
668,8,199,2729664,7632,7632,18765937187072,12,14,4,5,3,5,4,2729664,32752152,7632,8.791269856933861e-06,23,24,6.685885966143073,0.0014255292888086678,9,False,13
669,8,116,5453568,0,0,18765937190144,12,14,4,5,3,5,4,5453568,65442816,0,4.400789428276942e-06,24,24,7.161656372608974,0.0006757418688144533,10,False,14
670,8,127,5453568,0,0,18765941315840,12,14,4,5,3,5,4,5453568,65442816,0,4.400789428276942e-06,24,24,7.161648465307202,0.0006392344489854069,10,False,13
671,8,184,1354056,3600,3600,18765941318912,12,14,4,5,3,5,4,1354056,16241400,3600,1.7716606000193454e-05,12,24,6.217900498133384,0.002068345523066995,9,False,14
672,8,94,2729664,7632,7632,18766944081152,12,14,4,5,3,5,4,2729664,32752152,7632,8.791269856933861e-06,23,24,6.682895131377023,0.0013887657167107321,9,False,13
673,8,35,5453568,0,0,18766945850624,12,14,4,5,3,5,4,5453568,65442816,0,4.400789428276942e-06,24,24,7.161172174468564,0.0006606639267935049,10,False,13
674,8,387,685160,3600,3600,18766947686720,12,14,4,5,3,5,4,685160,8167320,3600,3.479574984606215e-05,9,24,5.865787085917283,0.0027266555879710387,9,False,13
675,8,244,5453568,0,0,18766947951872,12,14,4,5,3,5,4,5453568,65442816,0,4.400789428276942e-06,24,24,7.16103037589893,0.000613150451969846,10,False,14
676,8,149,2730816,7632,7632,18766948735040,12,14,4,5,3,5,4,2730816,32765976,7632,8.787561673333394e-06,23,24,6.684445021724285,0.0014361245878607987,9,False,13
677,8,319,227223,0,0,18778759370240,12,14,4,5,3,5,4,227223,2717928,0,0.00010528470285696218,3,24,5.1891433884042915,0.002146567614518363,8,False,13
678,8,129,1370688,0,0,18778759374080,12,14,4,5,3,5,4,1370688,16436736,0,1.749720463030471e-05,12,24,6.181948395220791,0.001910789599936129,9,False,14
679,8,213,457496,52,52,18778960303616,12,14,4,5,3,5,4,457496,5459905,52,5.2172473679677155e-05,9,24,5.64420843725068,0.0032979347845550275,9,False,14
680,8,224,5476608,0,0,18778960307456,12,14,4,5,3,5,4,5476608,65719296,0,4.3822753759764025e-06,24,24,7.157669202299892,0.0005157346605773978,10,False,13
681,8,296,692996,0,0,18779833636928,12,14,4,4,3,4,4,692996,8276364,0,3.446741788654638e-05,6,24,5.875329752739919,0.0030840143959476912,9,False,13
682,8,581,3200,1626,1626,366706169856,12,15,4,4,2,4,5,3200,35692,1626,0.0069732728977805565,11,24,3.356188848077524,0.0,6,True,12
683,8,230,899520,72,72,18766876791816,12,15,4,5,3,5,4,899520,10782576,72,2.6652095362769732e-05,12,24,5.96357315187339,0.002315694947025251,9,False,13
684,8,113,1375216,0,0,18779230705680,12,15,4,5,3,5,4,1375216,16460196,0,1.7406982018592257e-05,9,24,6.269194416872998,0.0024666440509697692,10,False,13
685,8,291,703319,0,0,1461652296961,13,13,4,4,3,4,4,703319,8334576,0,3.369841112238477e-05,6,24,5.9292228693137385,0.0034875841831663113,10,False,13
686,8,525,88110,0,0,18709235111248,13,13,4,5,3,5,5,88110,1031724,0,0.0002657957640939012,3,24,4.805806512388065,0.004154919649641678,9,False,13
687,8,393,345730,0,0,18709235176768,13,13,4,5,3,5,4,345730,4122816,0,6.898442874543496e-05,3,24,5.467992294542835,0.0031349685121943843,9,False,13
688,8,3,2751696,0,0,18766138512640,13,13,4,5,3,5,4,2751696,32825952,0,8.67054863351481e-06,18,24,6.78092412930939,0.0024311770151222408,10,False,13
689,8,287,2746800,0,0,18778960254208,13,13,4,5,3,5,4,2746800,32924664,0,8.727652136139248e-06,15,24,6.7030211296858635,0.0020512349041445907,10,False,13
690,8,88,703319,0,0,1461652296962,13,14,4,4,3,4,4,703319,8334576,0,3.369841112238477e-05,6,24,5.932147674309486,0.0036704237454880085,9,False,13
691,8,232,343555,0,0,18709235111264,13,14,4,5,3,5,4,343555,4096894,0,6.942141159301774e-05,3,24,5.4705179069374825,0.002994523103674879,9,False,13
692,8,247,350340,0,0,18709235176832,13,14,4,5,3,5,4,350340,4142880,0,6.750782843770998e-05,6,24,5.525300817208476,0.004004708625595332,10,False,13
693,8,70,1379588,0,0,18709235177024,13,14,4,5,3,5,5,1379588,16512282,0,1.735156259270075e-05,9,24,6.265166713661408,0.002582032511722773,10,False,13
694,8,119,1379588,0,0,18709235177792,13,14,4,5,3,5,4,1379588,16512282,0,1.735156259270075e-05,9,24,6.262386657746122,0.002524238255432414,10,False,13
695,8,83,343555,0,0,18709235439104,13,14,4,5,3,5,4,343555,4096894,0,6.942141159301774e-05,3,24,5.4716870069916235,0.0033198105754499254,10,False,14
